ZIP Code,YoY Growth 2024,Total Exposure 2024,YoY Growth 2023,Total Exposure 2023,YoY Growth 2022,Total Exposure 2022,YoY Growth 2021,Total Exposure 2021,Total Exposure 2020
95018,95.9%,"$ 9 31,536,258",46.5%,"$ 4 75,529,154",89.2%,"$ 3 24,519,088",53.5%,"$ 1 71,545,290","$ 1 11,742,625"
95019,0.0%,"$ 3 ,623,756",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
95033,113.1%,"$ 1 ,710,264,920",29.7%,"$ 8 02,621,973",49.2%,"$ 6 19,027,898",27.7%,"$ 4 14,767,309","$ 3 24,722,170"
95041,0.0%,"$ 7 4,084,375",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
95060,137.9%,"$ 1 ,206,757,554",65.1%,"$ 5 07,166,072",87.1%,"$ 3 07,251,376",40.4%,"$ 1 64,223,316","$ 1 16,986,701"
95062,151.3%,"$ 2 2,816,131",72.6%,"$ 9 ,080,862",-8.8%,"$ 5 ,262,025",-18.8%,"$ 5 ,771,578","$ 7 ,106,055"
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
95064,96.3%,"$ 4 ,718,374",760.0%,"$ 2 ,403,895",6.5%,"$ 2 79,535",5.6%,"$ 2 62,587","$ 2 48,652"
95065,164.8%,"$ 4 40,293,904",57.9%,"$ 1 66,274,402",61.4%,"$ 1 05,284,429",79.2%,"$ 6 5,237,964","$ 3 6,397,971"
95066,152.9%,"$ 1 ,213,266,553",89.2%,"$ 4 79,724,482",118.5%,"$ 2 53,590,147",68.3%,"$ 1 16,050,811","$ 6 8,958,614"
95073,126.8%,"$ 4 97,251,875",42.6%,"$ 2 19,261,298",29.2%,"$ 1 53,800,316",176.3%,"$ 1 19,008,208","$ 4 3,072,133"
95076,97.1%,"$ 5 90,937,193",51.2%,"$ 2 99,753,277",57.2%,"$ 1 98,261,836",39.1%,"$ 1 26,088,921","$ 9 0,675,342"
96001,90.1%,"$ 4 52,897,956",118.3%,"$ 2 38,249,670",18.7%,"$ 1 09,135,545",38.3%,"$ 9 1,911,325","$ 6 6,477,235"
96002,118.0%,"$ 1 10,031,536",192.5%,"$ 5 0,464,280",62.6%,"$ 1 7,252,203",59.7%,"$ 1 0,609,481","$ 6 ,644,862"
96003,55.4%,"$ 6 92,514,001",71.5%,"$ 4 45,684,296",34.3%,"$ 2 59,848,286",47.2%,"$ 1 93,428,195","$ 1 31,375,338"
96007,82.2%,"$ 3 26,866,517",113.8%,"$ 1 79,392,743",73.4%,"$ 8 3,909,451",57.1%,"$ 4 8,394,472","$ 3 0,804,354"
96008,62.1%,"$ 8 5,935,961",44.0%,"$ 5 3,028,694",21.2%,"$ 3 6,822,926",61.1%,"$ 3 0,369,703","$ 1 8,845,842"
96013,68.3%,"$ 1 25,542,918",76.7%,"$ 7 4,594,341",26.1%,"$ 4 2,220,226",53.4%,"$ 3 3,469,879","$ 2 1,812,525"
96016,74.0%,"$ 4 1,866,587",37.5%,"$ 2 4,067,099",48.8%,"$ 1 7,499,641",67.8%,"$ 1 1,761,910","$ 7 ,010,804"
96017,-4.6%,"$ 2 5,970,479",75.2%,"$ 2 7,227,559",19.5%,"$ 1 5,538,753",27.2%,"$ 1 3,008,474","$ 1 0,223,378"
96019,61.0%,"$ 1 61,152,685",87.1%,"$ 1 00,070,308",47.3%,"$ 5 3,494,741",63.1%,"$ 3 6,314,556","$ 2 2,265,798"
96028,55.9%,"$ 5 1,850,438",109.2%,"$ 3 3,251,484",115.3%,"$ 1 5,896,378",56.5%,"$ 7 ,384,553","$ 4 ,717,507"
96033,60.7%,"$ 2 0,097,872",96.1%,"$ 1 2,509,282",33.6%,"$ 6 ,377,736",74.4%,"$ 4 ,774,683","$ 2 ,737,951"
96040,69.8%,"$ 1 5,064,159",96.6%,"$ 8 ,873,089",40.3%,"$ 4 ,513,597",-1.1%,"$ 3 ,217,611","$ 3 ,254,508"
96047,38.5%,"$ 5 1,846,618",66.4%,"$ 3 7,446,229",6.6%,"$ 2 2,498,557",89.2%,"$ 2 1,097,731","$ 1 1,150,678"
96051,22.1%,"$ 1 62,064,852",54.0%,"$ 1 32,753,531",15.3%,"$ 8 6,226,636",28.7%,"$ 7 4,787,489","$ 5 8,102,876"
96059,-100.0%,$ -,33.3%,"$ 2 3,952,411",0.0%,"$ 1 7,969,796",0.0%,$ -,$ -
96062,46.3%,"$ 4 5,194,118",34.5%,"$ 3 0,882,852",15.4%,"$ 2 2,961,570",41.5%,"$ 1 9,890,439","$ 1 4,056,158"
96065,25.1%,"$ 5 0,687,249",15.2%,"$ 4 0,528,285",17.4%,"$ 3 5,193,250",52.9%,"$ 2 9,987,033","$ 1 9,608,385"
96069,29.2%,"$ 5 5,392,271",37.2%,"$ 4 2,866,574",8.7%,"$ 3 1,254,591",19.4%,"$ 2 8,761,176","$ 2 4,097,161"
96071,30.0%,"$ 3 0,837,628",27.8%,"$ 2 3,726,343",17.2%,"$ 1 8,559,870",60.0%,"$ 1 5,832,514","$ 9 ,893,870"
96073,24.2%,"$ 1 03,050,165",47.6%,"$ 8 2,975,297",38.7%,"$ 5 6,222,931",27.9%,"$ 4 0,538,098","$ 3 1,697,868"
96076,-12.2%,"$ 5 ,098,946",26.6%,"$ 5 ,804,650",-29.3%,"$ 4 ,583,404",63.9%,"$ 6 ,480,968","$ 3 ,953,356"
96087,111.5%,"$ 4 1,207,757",45.0%,"$ 1 9,487,035",130.5%,"$ 1 3,436,204",173.4%,"$ 5 ,829,275","$ 2 ,132,482"
96088,25.9%,"$ 5 03,570,550",66.6%,"$ 3 99,874,176",19.5%,"$ 2 40,048,933",36.0%,"$ 2 00,923,111","$ 1 47,715,494"
96089,0.0%,"$ 2 ,636,213",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
96096,32.2%,"$ 7 0,818,964",45.0%,"$ 5 3,570,484",-10.2%,"$ 3 6,954,843",57.5%,"$ 4 1,168,426","$ 2 6,131,410"
95910,-1.4%,"$ 6 ,607,313",8.4%,"$ 6 ,703,819",4.6%,"$ 6 ,184,880",14.3%,"$ 5 ,914,080","$ 5 ,173,712"
95936,11.0%,"$ 6 3,824,597",16.1%,"$ 5 7,475,600",26.0%,"$ 4 9,495,690",31.6%,"$ 3 9,270,719","$ 2 9,831,693"
95944,12.8%,"$ 5 ,769,676",28.1%,"$ 5 ,116,466",4.2%,"$ 3 ,992,992",27.4%,"$ 3 ,833,546","$ 3 ,008,656"
96118,81.2%,"$ 4 8,212,040",59.2%,"$ 2 6,612,078",55.3%,"$ 1 6,716,229",1.6%,"$ 1 0,766,037","$ 1 0,596,434"
96124,48.5%,"$ 5 5,378,735",26.6%,"$ 3 7,290,160",23.7%,"$ 2 9,456,163",67.7%,"$ 2 3,812,529","$ 1 4,198,494"
96125,14.5%,"$ 1 05,567,204",23.5%,"$ 9 2,208,893",32.5%,"$ 7 4,648,680",46.3%,"$ 5 6,344,002","$ 3 8,517,507"
96126,59.8%,"$ 3 7,643,104",152.9%,"$ 2 3,558,915",48.5%,"$ 9 ,315,459",67.9%,"$ 6 ,274,666","$ 3 ,736,724"
95568,-6.7%,"$ 2 ,822,211",8.2%,"$ 3 ,023,735",30.9%,"$ 2 ,795,175",133.8%,"$ 2 ,134,762","$ 9 13,156"
96014,40.7%,"$ 1 3,069,455",188.5%,"$ 9 ,286,022",4.2%,"$ 3 ,218,932",56.3%,"$ 3 ,089,761","$ 1 ,976,352"
96023,72.9%,"$ 8 ,163,661",11.6%,"$ 4 ,722,954",11.5%,"$ 4 ,233,210",149.9%,"$ 3 ,795,313","$ 1 ,518,588"
96025,25.6%,"$ 1 70,042,733",65.6%,"$ 1 35,360,099",21.3%,"$ 8 1,742,467",31.9%,"$ 6 7,370,359","$ 5 1,061,937"
96027,76.8%,"$ 6 6,230,945",79.7%,"$ 3 7,468,474",13.4%,"$ 2 0,848,549",86.6%,"$ 1 8,384,520","$ 9 ,853,919"
96031,-52.1%,"$ 2 ,610,881",3.0%,"$ 5 ,450,334",0.7%,"$ 5 ,290,053",31.2%,"$ 5 ,252,990","$ 4 ,003,693"
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
96032,42.8%,"$ 7 4,616,940",41.9%,"$ 5 2,263,212",22.5%,"$ 3 6,832,102",36.9%,"$ 3 0,062,447","$ 2 1,952,809"
96034,17.1%,"$ 4 ,004,415",-2.9%,"$ 3 ,420,729",26.1%,"$ 3 ,521,554",44.3%,"$ 2 ,793,293","$ 1 ,936,379"
96038,621.0%,"$ 6 ,895,330",99.2%,"$ 9 56,337",611.9%,"$ 4 80,184",3.8%,"$ 6 7,450","$ 6 5,000"
96039,23.6%,"$ 3 4,853,923",30.5%,"$ 2 8,202,591",15.0%,"$ 2 1,617,785",-1.7%,"$ 1 8,800,282","$ 1 9,118,023"
96044,52.5%,"$ 2 1,836,975",87.3%,"$ 1 4,315,904",25.2%,"$ 7 ,644,569",39.9%,"$ 6 ,103,766","$ 4 ,362,933"
96050,14.5%,"$ 1 3,434,289",-9.7%,"$ 1 1,731,002",-4.3%,"$ 1 2,995,718",16.4%,"$ 1 3,577,227","$ 1 1,668,337"
96057,45.2%,"$ 1 09,422,649",51.5%,"$ 7 5,380,832",22.2%,"$ 4 9,767,071",37.2%,"$ 4 0,731,173","$ 2 9,694,516"
96058,40.3%,"$ 6 ,743,949",21.6%,"$ 4 ,806,166",26.2%,"$ 3 ,952,003",178.8%,"$ 3 ,132,341","$ 1 ,123,311"
96064,70.5%,"$ 7 0,015,891",42.2%,"$ 4 1,062,493",171.3%,"$ 2 8,875,276",98.9%,"$ 1 0,644,759","$ 5 ,353,053"
96067,252.0%,"$ 4 81,694,844",58.2%,"$ 1 36,829,213",55.1%,"$ 8 6,510,357",29.1%,"$ 5 5,793,040","$ 4 3,210,164"
96085,19.5%,"$ 5 ,852,611",-2.5%,"$ 4 ,896,295",-9.3%,"$ 5 ,022,762",65.1%,"$ 5 ,540,627","$ 3 ,355,041"
96086,3.7%,"$ 1 2,475,807",4.6%,"$ 1 2,032,290",36.7%,"$ 1 1,505,404",5.7%,"$ 8 ,414,091","$ 7 ,962,054"
96094,150.3%,"$ 2 15,160,642",98.2%,"$ 8 5,945,156",74.1%,"$ 4 3,358,585",62.3%,"$ 2 4,905,568","$ 1 5,346,771"
96097,143.4%,"$ 1 55,011,394",81.7%,"$ 6 3,687,900",40.5%,"$ 3 5,060,282",30.5%,"$ 2 4,957,895","$ 1 9,128,088"
96134,65.4%,"$ 2 ,697,870",403.9%,"$ 1 ,631,441",-78.3%,"$ 3 23,750",44.7%,"$ 1 ,494,557","$ 1 ,032,714"
94510,557.4%,"$ 5 6,399,786",80.5%,"$ 8 ,579,848",45.0%,"$ 4 ,752,380",80.4%,"$ 3 ,277,882","$ 1 ,816,542"
94512,-2.6%,"$ 4 40,500",8.3%,"$ 4 52,296",16.6%,"$ 4 17,803",33.2%,"$ 3 58,308","$ 2 69,000"
94533,220.3%,"$ 4 2,103,401",193.2%,"$ 1 3,143,247",-8.4%,"$ 4 ,482,888",-22.9%,"$ 4 ,893,024","$ 6 ,342,874"
94534,114.8%,"$ 3 17,112,018",157.8%,"$ 1 47,641,408",142.7%,"$ 5 7,262,803",56.3%,"$ 2 3,595,780","$ 1 5,093,175"
94571,739.4%,"$ 8 ,688,144",12.1%,"$ 1 ,035,078",207.4%,"$ 9 23,616",-57.8%,"$ 3 00,497","$ 7 12,244"
94585,73.1%,"$ 2 2,528,460",119.1%,"$ 1 3,012,340",26.8%,"$ 5 ,938,858",-2.0%,"$ 4 ,682,176","$ 4 ,779,917"
94589,110.0%,"$ 1 6,969,826",78.2%,"$ 8 ,081,590",-7.4%,"$ 4 ,534,565",38.9%,"$ 4 ,897,373","$ 3 ,524,599"
94590,54.8%,"$ 4 2,563,409",51.7%,"$ 2 7,491,358",9.3%,"$ 1 8,120,246",4.3%,"$ 1 6,580,477","$ 1 5,902,527"
94591,222.9%,"$ 6 7,768,628",74.2%,"$ 2 0,988,547",16.1%,"$ 1 2,050,995",40.5%,"$ 1 0,380,748","$ 7 ,386,043"
94592,0.0%,"$ 4 ,905,460",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
95620,426.8%,"$ 8 ,922,427",0.0%,"$ 1 ,693,800",-100.0%,$ -,-56.9%,"$ 1 ,066,398","$ 2 ,476,179"
95687,251.8%,"$ 2 0,058,723",138.3%,"$ 5 ,702,512",55.1%,"$ 2 ,392,967",-41.4%,"$ 1 ,542,830","$ 2 ,634,727"
95688,158.0%,"$ 1 53,492,047",139.0%,"$ 5 9,491,912",72.0%,"$ 2 4,890,183",74.7%,"$ 1 4,468,987","$ 8 ,283,195"
94922,64.1%,"$ 1 9,392,463",-13.6%,"$ 1 1,815,642",0.0%,"$ 1 3,682,367",0.0%,$ -,$ -
94923,75.5%,"$ 5 8,306,075",29.6%,"$ 3 3,230,619",72.4%,"$ 2 5,638,215",19.6%,"$ 1 4,871,151","$ 1 2,434,188"
94928,348.6%,"$ 2 1,416,049",51.0%,"$ 4 ,774,145",155.7%,"$ 3 ,161,763",34.5%,"$ 1 ,236,500","$ 9 19,200"
94931,262.5%,"$ 1 2,796,287",1808.2%,"$ 3 ,530,140",0.0%,"$ 1 85,000",-100.0%,$ -,"$ 8 80,000"
94951,66.3%,"$ 7 4,772,898",77.7%,"$ 4 4,956,281",85.6%,"$ 2 5,304,710",320.0%,"$ 1 3,631,896","$ 3 ,245,767"
94952,72.2%,"$ 1 44,981,217",77.0%,"$ 8 4,176,046",330.0%,"$ 4 7,552,275",-2.2%,"$ 1 1,058,198","$ 1 1,309,758"
94954,124.4%,"$ 6 8,677,139",72.5%,"$ 3 0,599,573",318.0%,"$ 1 7,736,517",41.8%,"$ 4 ,243,250","$ 2 ,992,800"
94972,-100.0%,$ -,0.0%,"$ 1 ,110,000",0.0%,$ -,0.0%,$ -,$ -
95401,56.0%,"$ 2 8,044,438",292.4%,"$ 1 7,977,343",-16.3%,"$ 4 ,581,255",300.1%,"$ 5 ,474,981","$ 1 ,368,377"
95403,85.6%,"$ 2 87,132,748",53.9%,"$ 1 54,692,274",115.4%,"$ 1 00,532,757",175.5%,"$ 4 6,661,819","$ 1 6,939,958"
95404,61.5%,"$ 1 ,275,568,767",49.0%,"$ 7 90,006,249",128.7%,"$ 5 30,106,073",74.8%,"$ 2 31,806,019","$ 1 32,637,259"
95405,179.1%,"$ 1 17,627,764",245.5%,"$ 4 2,138,636",93.5%,"$ 1 2,197,130",111.7%,"$ 6 ,304,922","$ 2 ,978,567"
95407,129.0%,"$ 5 4,863,285",108.6%,"$ 2 3,956,773",5.6%,"$ 1 1,487,045",58.6%,"$ 1 0,881,050","$ 6 ,859,981"
95409,144.0%,"$ 4 87,478,994",105.7%,"$ 1 99,745,896",160.8%,"$ 9 7,095,805",65.4%,"$ 3 7,230,058","$ 2 2,503,199"
95412,-13.1%,"$ 2 0,078,554",4.9%,"$ 2 3,102,899",122.8%,"$ 2 2,033,391",63.6%,"$ 9 ,888,342","$ 6 ,043,268"
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
95419,0.0%,"$ 2 6,152,961",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
95421,67.2%,"$ 1 89,230,934",28.9%,"$ 1 13,155,410",96.5%,"$ 8 7,756,029",52.0%,"$ 4 4,670,833","$ 2 9,382,812"
95425,50.1%,"$ 3 05,609,957",50.8%,"$ 2 03,640,376",53.3%,"$ 1 35,044,357",64.3%,"$ 8 8,090,585","$ 5 3,624,610"
95436,41.4%,"$ 2 24,704,480",56.3%,"$ 1 58,896,054",162.7%,"$ 1 01,642,830",69.6%,"$ 3 8,695,933","$ 2 2,819,333"
95439,0.0%,"$ 1 ,677,243",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
95441,14.6%,"$ 1 67,364,005",29.7%,"$ 1 46,065,774",106.8%,"$ 1 12,652,280",54.5%,"$ 5 4,478,117","$ 3 5,266,196"
95442,55.9%,"$ 3 69,795,518",49.7%,"$ 2 37,261,976",263.3%,"$ 1 58,543,877",31.0%,"$ 4 3,642,822","$ 3 3,313,046"
95444,56.0%,"$ 1 ,796,652",0.0%,"$ 1 ,151,400",-100.0%,$ -,0.0%,"$ 3 0,000",$ -
95446,56.5%,"$ 6 59,373,728",117.4%,"$ 4 21,305,185",151.2%,"$ 1 93,759,169",91.7%,"$ 7 7,132,242","$ 4 0,234,373"
95448,33.3%,"$ 7 88,522,782",34.5%,"$ 5 91,454,872",109.1%,"$ 4 39,765,451",44.3%,"$ 2 10,271,117","$ 1 45,720,777"
95450,8.2%,"$ 1 04,145,594",27.6%,"$ 9 6,296,899",100.8%,"$ 7 5,471,403",43.4%,"$ 3 7,592,481","$ 2 6,218,687"
95452,89.6%,"$ 1 40,095,863",70.1%,"$ 7 3,892,817",357.9%,"$ 4 3,428,282",44.7%,"$ 9 ,483,450","$ 6 ,555,065"
95462,43.6%,"$ 1 56,318,280",75.1%,"$ 1 08,865,964",116.3%,"$ 6 2,181,678",49.3%,"$ 2 8,748,158","$ 1 9,256,322"
95465,18.6%,"$ 1 14,301,879",66.6%,"$ 9 6,349,176",261.5%,"$ 5 7,837,413",121.4%,"$ 1 5,998,943","$ 7 ,225,844"
95471,0.0%,"$ 2 1,783,610",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
95472,52.6%,"$ 3 98,065,068",69.0%,"$ 2 60,894,604",93.5%,"$ 1 54,385,573",101.1%,"$ 7 9,790,219","$ 3 9,674,749"
95476,96.7%,"$ 7 10,524,596",67.3%,"$ 3 61,181,532",275.7%,"$ 2 15,942,287",46.1%,"$ 5 7,470,300","$ 3 9,332,909"
95492,147.0%,"$ 9 4,244,172",103.1%,"$ 3 8,161,943",41.4%,"$ 1 8,791,896",67.2%,"$ 1 3,286,042","$ 7 ,948,376"
95497,105.4%,"$ 3 25,167,072",58.1%,"$ 1 58,339,807",82.9%,"$ 1 00,133,220",45.5%,"$ 5 4,762,165","$ 3 7,649,775"
95307,428.0%,"$ 1 8,409,061",2.7%,"$ 3 ,486,481",30.4%,"$ 3 ,394,541",-8.6%,"$ 2 ,602,706","$ 2 ,848,964"
95313,0.0%,"$ 2 20,000",0.0%,"$ 2 20,000",-50.6%,"$ 2 20,000",-0.2%,"$ 4 45,000","$ 4 45,999"
95316,0.0%,"$ 5 ,523,150",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
95319,0.0%,"$ 2 ,199,849",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
95323,7.3%,"$ 9 81,707",7.7%,"$ 9 14,836",231.6%,"$ 8 49,104",5.5%,"$ 2 56,081","$ 2 42,762"
95326,959.6%,"$ 7 ,630,942",4.6%,"$ 7 20,158",3.9%,"$ 6 88,636",-46.7%,"$ 6 62,764","$ 1 ,244,297"
95328,0.0%,"$ 3 ,146,220",0.0%,$ -,0.0%,$ -,-100.0%,$ -,"$ 3 28,480"
95350,609.9%,"$ 2 1,217,280",24.0%,"$ 2 ,988,806",-25.8%,"$ 2 ,411,264",32.4%,"$ 3 ,249,961","$ 2 ,453,878"
95351,263.6%,"$ 2 2,102,072",105.6%,"$ 6 ,079,243",17.7%,"$ 2 ,956,210",-31.2%,"$ 2 ,511,442","$ 3 ,648,439"
95354,337.2%,"$ 1 2,436,665",74.8%,"$ 2 ,844,825",-39.6%,"$ 1 ,627,347",122.7%,"$ 2 ,695,995","$ 1 ,210,473"
95355,179.4%,"$ 1 8,508,778",122.3%,"$ 6 ,623,977",-9.2%,"$ 2 ,980,078",-11.7%,"$ 3 ,283,813","$ 3 ,716,837"
95356,292.2%,"$ 1 4,406,011",123.4%,"$ 3 ,673,050",6.8%,"$ 1 ,643,931",280.8%,"$ 1 ,539,571","$ 4 04,275"
95357,77.9%,"$ 7 ,732,719",20.1%,"$ 4 ,347,154",112.1%,"$ 3 ,620,432",-8.8%,"$ 1 ,706,574","$ 1 ,872,187"
95358,299.6%,"$ 2 0,301,805",46.2%,"$ 5 ,080,622",26.8%,"$ 3 ,475,629",16.1%,"$ 2 ,741,122","$ 2 ,360,141"
95360,135.5%,"$ 4 ,393,220",1843.6%,"$ 1 ,865,393",-89.3%,"$ 9 5,978",18.5%,"$ 8 94,680","$ 7 54,832"
95361,23.1%,"$ 4 0,588,861",64.2%,"$ 3 2,967,831",4.1%,"$ 2 0,077,014",116.2%,"$ 1 9,279,135","$ 8 ,915,823"
95363,203.1%,"$ 3 5,725,145",238.5%,"$ 1 1,786,555",500.6%,"$ 3 ,481,618",15.9%,"$ 5 79,650","$ 5 00,000"
95367,1955.5%,"$ 8 ,825,374",0.0%,"$ 4 29,350",-100.0%,$ -,45.5%,"$ 5 09,350","$ 3 50,000"
95368,417.5%,"$ 7 ,349,467",0.0%,"$ 1 ,420,100",0.0%,$ -,0.0%,$ -,$ -
95380,22.2%,"$ 1 7,295,493",352.2%,"$ 1 4,150,849",-14.6%,"$ 3 ,129,028",93.4%,"$ 3 ,664,870","$ 1 ,895,429"
95382,583.9%,"$ 8 ,963,707",-57.3%,"$ 1 ,310,765",94.3%,"$ 3 ,067,446",60.9%,"$ 1 ,578,344","$ 9 81,079"
95385,155.6%,"$ 2 ,412,013",5.1%,"$ 9 43,627",0.0%,"$ 8 97,700",0.0%,$ -,$ -
95386,179.1%,"$ 2 ,843,865",31.1%,"$ 1 ,019,000",-53.1%,"$ 7 77,026",72.2%,"$ 1 ,658,058","$ 9 62,600"
95645,166.2%,"$ 6 62,500",0.0%,"$ 2 48,900",0.0%,$ -,0.0%,$ -,$ -
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
95659,0.0%,$ -,-100.0%,$ -,-22.4%,"$ 1 ,486,600",0.0%,"$ 1 ,915,600",$ -
95668,1545.3%,"$ 2 ,688,440",0.0%,"$ 1 63,400",0.0%,$ -,0.0%,$ -,$ -
95674,166.8%,"$ 2 ,509,438",296.8%,"$ 9 40,406",6.2%,"$ 2 37,002",5.7%,"$ 2 23,258","$ 2 11,270"
95953,3.7%,"$ 7 ,895,169",-11.4%,"$ 7 ,613,688",24.4%,"$ 8 ,593,388",7.9%,"$ 6 ,910,542","$ 6 ,404,063"
95957,7.0%,"$ 4 02,835",-66.7%,"$ 3 76,365",5.0%,"$ 1 ,129,399",26.3%,"$ 1 ,076,000","$ 8 52,000"
95982,-75.7%,"$ 6 31,250",46.4%,"$ 2 ,601,665",0.0%,"$ 1 ,776,500",0.0%,$ -,$ -
95991,345.8%,"$ 7 ,710,656",4.5%,"$ 1 ,729,758",-28.5%,"$ 1 ,655,774",241.1%,"$ 2 ,316,271","$ 6 79,145"
95993,5131.5%,"$ 1 1,427,550",6.8%,"$ 2 18,437",12.8%,"$ 2 04,530",-89.6%,"$ 1 81,292","$ 1 ,746,007"
96021,77.7%,"$ 7 7,808,891",75.2%,"$ 4 3,792,152",195.9%,"$ 2 4,997,236",114.9%,"$ 8 ,446,722","$ 3 ,931,009"
96022,46.3%,"$ 3 62,043,564",80.6%,"$ 2 47,431,999",43.4%,"$ 1 37,021,329",31.1%,"$ 9 5,543,020","$ 7 2,898,719"
96035,1773.9%,"$ 7 ,236,647",5.7%,"$ 3 86,181",0.0%,"$ 3 65,250",0.0%,$ -,$ -
96055,189.7%,"$ 1 1,538,308",371.2%,"$ 3 ,982,869",-31.9%,"$ 8 45,262",981.3%,"$ 1 ,241,308","$ 1 14,800"
96059,0.0%,"$ 4 1,894,437",0.0%,$ -,-100.0%,$ -,22.6%,"$ 1 2,773,142","$ 1 0,420,625"
96061,17.0%,"$ 4 1,368,006",40.2%,"$ 3 5,367,732",36.9%,"$ 2 5,226,203",18.8%,"$ 1 8,424,907","$ 1 5,508,260"
96075,33.8%,"$ 1 5,861,782",34.1%,"$ 1 1,854,332",10.4%,"$ 8 ,837,735",53.1%,"$ 8 ,002,499","$ 5 ,227,024"
96080,45.3%,"$ 2 28,549,266",98.4%,"$ 1 57,299,458",12.9%,"$ 7 9,273,276",45.4%,"$ 7 0,223,437","$ 4 8,303,526"
95526,-9.0%,"$ 2 7,532,498",29.7%,"$ 3 0,266,012",13.1%,"$ 2 3,334,755",38.3%,"$ 2 0,634,240","$ 1 4,923,525"
95527,8.0%,"$ 4 0,017,247",26.0%,"$ 3 7,064,450",9.5%,"$ 2 9,421,760",48.6%,"$ 2 6,869,761","$ 1 8,085,274"
95552,7.0%,"$ 2 5,191,863",16.2%,"$ 2 3,538,565",16.1%,"$ 2 0,250,676",44.8%,"$ 1 7,435,972","$ 1 2,044,108"
95563,36.4%,"$ 9 5,873,293",4.8%,"$ 7 0,305,252",4.4%,"$ 6 7,079,215",42.3%,"$ 6 4,270,584","$ 4 5,178,121"
95595,47.5%,"$ 6 ,038,826",-26.4%,"$ 4 ,093,275",-17.7%,"$ 5 ,562,475",35.5%,"$ 6 ,762,494","$ 4 ,992,407"
96010,43.7%,"$ 1 2,760,471",5.6%,"$ 8 ,879,203",3.0%,"$ 8 ,411,940",37.0%,"$ 8 ,164,151","$ 5 ,958,809"
96024,29.1%,"$ 8 4,995,550",22.1%,"$ 6 5,819,875",4.0%,"$ 5 3,901,584",34.8%,"$ 5 1,819,482","$ 3 8,446,437"
96041,17.4%,"$ 5 4,750,605",18.9%,"$ 4 6,651,051",3.4%,"$ 3 9,223,212",40.3%,"$ 3 7,921,806","$ 2 7,021,015"
96046,-30.3%,"$ 6 ,057,902",-4.5%,"$ 8 ,693,776",-8.1%,"$ 9 ,098,780",86.6%,"$ 9 ,896,146","$ 5 ,302,750"
96048,34.0%,"$ 3 2,402,878",21.6%,"$ 2 4,189,394",-5.1%,"$ 1 9,899,215",34.5%,"$ 2 0,962,558","$ 1 5,587,737"
96052,23.1%,"$ 1 03,193,149",25.5%,"$ 8 3,830,799",12.3%,"$ 6 6,794,628",18.8%,"$ 5 9,455,197","$ 5 0,059,588"
96091,41.8%,"$ 1 44,191,968",12.5%,"$ 1 01,700,310",6.7%,"$ 9 0,424,870",23.8%,"$ 8 4,732,924","$ 6 8,420,555"
96093,44.4%,"$ 8 5,100,140",85.4%,"$ 5 8,945,121",16.9%,"$ 3 1,787,136",86.3%,"$ 2 7,196,133","$ 1 4,595,951"
93201,0.0%,"$ 2 ,922,804",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
93207,10.2%,"$ 8 1,119,701",19.0%,"$ 7 3,606,975",24.8%,"$ 6 1,842,042",54.3%,"$ 4 9,549,521","$ 3 2,112,608"
93208,0.0%,"$ 2 4,890,218",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
93218,0.0%,"$ 1 ,527,685",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
93219,137.5%,"$ 2 ,710,012",-16.0%,"$ 1 ,141,107",-21.9%,"$ 1 ,357,800",27.6%,"$ 1 ,738,733","$ 1 ,362,428"
93221,634.9%,"$ 2 7,788,041",73.8%,"$ 3 ,781,415",54.4%,"$ 2 ,176,143",50.2%,"$ 1 ,409,400","$ 9 38,350"
93223,325.5%,"$ 7 ,139,037",7.8%,"$ 1 ,677,607",112.9%,"$ 1 ,556,431",4.4%,"$ 7 31,157","$ 7 00,419"
93235,294.6%,"$ 1 ,092,447",8.0%,"$ 2 76,840",6.6%,"$ 2 56,395",6.3%,"$ 2 40,472","$ 2 26,188"
